species,totalCount
Boiga cyanea,678
Castianeira zetes,490
Chersonesia intermedia,324
Diospyros crumenata,22
Duttaphrynus parietalis,1048
Elymnias caudata,4540
Ficedula parva,1250
Hasora badra,2026
Lymantria dispar,39
Nanorana chayuensis,52
Plectrurus perroteti,797
Polyura agrarius,246
Prioneris thestylis,1153
Psilopogon zeylanicus,925
Stixis suaveolens,49
Syntomoides imaon,2602
Syzygium zeylanicum,446
Tiracola aureata,37
Tradescantia spathacea,475
Vespa tropica,1310
Bulweria fallax,24
Oxya hyla,37
Ordgarius hobsoni,51
Aceros nipalensis,653
Aegithalos concinnus,559
Argyrogena fasciolata,713
Aristocypha quadrimaculata,342
Bungarus niger,279
Commelina communis,70
Commelina diffusa,1263
Culicicapa ceylonensis,2290
Glycosmis pentaphylla,658
Hedychium coronarium,846
Lycodon flavicollis,597
Orthetrum triangulare,1914
Prioneris philonome,179
Pteropus vampyrus,5526
Callerebia nirmala,124
Cleora injectaria,251
Hesperia comma,117
Hypericum mysorense,364
Melanophidium wynaudense,973
Dierna strigata,71
Erythroxylum moonii,206
Potamogeton crispus,159
Odina decoratus,14
Polypogon monspeliensis,93
Rhagastis castor,70
Syzygium calcadense,126
Argiope anasuja,5671
Biophytum reinwardtii,449
Clerodendrum indicum,144
Eryx conicus,3557
Hipposideros durgadasi,77
Loxura atymnus,7908
Oligodon affinis,694
Peperomia pellucida,2367
Serilophus lunatus,151
Striga asiatica,516
Treron affinis,619
Vigna trilobata,146
Camponotus irritans,313
Digitaria abludens,132
Ibidorhyncha struthersii,147
Maesopsis eminii,496
Potentilla indica,608
Tegenaria domestica,205
Eucalyptus deglupta,52
Psychotria dalzellii,325
Blepharispermum petiolare,98
Chionanthus ramiflorus,189
Amaranthus caudatus,55
Casuarina equisetifolia,1407
Cecropis daurica,2302
Corchorus fascicularis,110
Duttaphrynus melanostictus,21952
Heptapleurum clarkei,100
Jamides celeno,14653
Leucaena leucocephala,2994
Leucas zeylanica,606
Litsea bourdillonii,189
Nephelium lappaceum,212
Ochotona macrotis,181
Oenothera rosea,85
Parkia biglandulosa,940
Pseudibis papillosa,5024
Ruellia tuberosa,2007
Calliophis bibroni,534
Caranx ignobilis,64
Cissus vitiginea,340
Geissaspis cristata,174
Psydrax dicoccos,1
Rhombophylla edentata,71
Syzygium stocksii,86
Tabebuia pallida,181
Argyreia elliptica,75
Argyreia sericea,151
Euploea midamus,476
Hamodes propitia,230
Heterophasia gracilis,11
Brachypteryx leucophris,54
Phoenix loureiroi,223
Strombosia ceylanica,39
Algia fasciata,196
Ardeola grayii,13925
Asota producta,271
Brassica rapa,44
Bulbophyllum tremulum,202
Carissa carandas,1827
Dendrolobium triangulare,197
Helicteres isora,2566
Hemidactylus triedrus,1197
Hymenocallis littoralis,387
Martes flavigula,758
Ophiophagus hannah,2118
Ploceus philippinus,5752
Saxicola caprata,6251
Sterna hirundo,391
Symplocos cochinchinensis,301
Telicota bambusae,1199
Atrophaneura aidoneus,90
Dysoxylum ficiforme,184
Ixora elongata,44
Medicago falcata,124
Sarada deccanensis,302
Spilostethus hospes,230
Tatera indica,307
Monticola rufiventris,382
Rimator malacoptilus,72
Aporia agathon,58
Gynacantha subinterrupta,86
Iris hookeriana,27
Tickellia hodgsoni,95
Acacia auriculiformis,2579
Aegle marmelos,4647
Aetomylaeus maculatus,156
Alseodaphne semecarpifolia,236
Artena dotata,906
Capparis decidua,797
Dendrelaphis grandoculis,536
Dendrocnide sinuata,505
Hardella thurjii,798
Ilex denticulata,186
Melanitis phedima,2145
Naja kaouthia,1607
Neptis clinia,656
Primula dickieana,206
Syzygium jambos,2506
Thaumantis diores,852
Trimeresurus labialis,90
Troides minos,5361
Garcinia pedunculata,200
Isachne kunthiana,27
Megalestes major,155
Polygrammodes sabelialis,200
Raorchestes ghatei,533
Culladia suffusella,44
Laticauda colubrina,225
Lomographa inamata,98
Apluda mutica,302
Apsarasa radians,160
Iris japonica,18
Actinodura egertoni,187
Antidesma ghaesembilla,214
Aquila fasciata,513
Aristolochia trilobata,182
Atherinomorus lacunosus,89
Brugmansia suaveolens,396
Chrysocolaptes guttacristatus,530
Clitoria arborea,165
Crotalaria chinensis,50
Dendrocopos atratus,283
Gekko gecko,1444
Hemidactylus frenatus,3248
Hemithea tritonaria,383
Lampides boeticus,8827
Lissachatina fulica,8924
Mirafra assamica,519
Monomorium pharaonis,327
Odontolabis cuvera,2
Oreocnide integrifolia,298
Paramignya monophylla,70
Phoenicopterus roseus,4122
Phoenix dactylifera,1605
Pycnonotus xantholaemus,648
Smithia setulosa,205
Trapelus agilis,315
Turdoides malcolmi,1748
Cheniella glauca,152
Corydalis shakyae,202
Elaeagnus latifolia,26
Euphorbia deccanensis,35
Flacourtia inermis,155
Hemidactylus brookii,283
Procarduelis nipalensis,172
Rhododendron indicum,138
Limnophyton obtusifolium,97
Lycodon jara,350
Achillea millefolium,108
Andrographis lobelioides,36
Brachypteryx hyperythra,202
Celaenorrhinus ratna,210
Dryobates cathpharius,354
Megachile disjuncta,107
Oplismenus compositus,142
Pantoporia larymna,129
Sesamia inferens,39
Agriocnemis pygmaea,14145
Alloteropsis cimicina,151
Badamia exclamationis,3220
Bambusa vulgaris,991
Botia dario,204
Chenopodium album,469
Circus aeruginosus,1058
Coelogyne articulata,337
Creatonotos transiens,2424
Egretta gularis,2321
Hemipus picatus,878
Ischnura aurora,3777
Mimosa pudica,8360
Phoenicurus frontalis,620
Phyllanthus reticulatus,1361
Plumbago zeylanica,1567
Ptyas korros,935
Rhopodytes tristis,1014
Spoladea recurvalis,6915
Stylosanthes hamata,406
Xenopeltis unicolor,19
Ypthima huebneri,14973
Actinodaphne wightiana,161
Diplocyclos palmatus,850
Hasora anura,174
Indirana semipalmata,325
Knema attenuata,288
Lophophorus impejanus,238
Scopula pulchellata,13
Anthus campestris,514
Prosopis glandulosa,92
Croton caudatus,198
Rhodiola wallichiana,50
Annona muricata,512
Camponotus sericeus,452
Cryptocarya wightiana,53
Jatropha gossypiifolia,2512
Miliusa tomentosa,129
Minervarya marathi,200
Phyllanthus acidus,2579
Phyllodium pulchellum,604
Pycnonotus cafer,13878
Stercorarius parasiticus,168
Tholymis tillarga,12294
Trimeresurus cantori,805
Walsura trifoliolata,191
Cocculus hirsutus,471
Dicaeum cruentatum,485
Indosylvirana caesari,338
Nephrolepis exaltata,55
Oenanthe pleschanka,10
Polyrhachis armata,143
Daphne retusa,199
Gazella gazella,115
Hygrophila balsamica,174
Chilo partellus,93
Palpita annulifer,18
Rattus rattus,83
Argemone mexicana,1812
Arsacia rectalis,359
Artabotrys hexapetalus,54
Bauhinia variegata,1770
Brachythemis contaminata,32400
Disparoneura quadrimaculata,1579
Draco dussumieri,3580
Elaeocarpus munroii,577
Eudocima cajeta,2
Neurobasis chinensis,2860
Parochetus communis,144
Phymatostetha deschampsi,1148
Ptyctolaemus gularis,347
Raorchestes chromasynchysi,398
Rubus ellipticus,654
Udea ferrugalis,193
Zipaetis scylax,241
Anepsion maritatum,335
Aristolochia indica,763
Calophyllum pascalianum,112
Chlidonias hybrida,673
Crescentia alata,166
Datura stramonium,201
Erythrina bidwillii,203
Garcinia imbertii,148
Kerivoula picta,312
Labeo rohita,135
Neoscona theisi,475
Sanaa imperialis,115
Arisaema consanguineum,90
Bungarus lividus,294
Chiromantis simus,171
Filodes fulvidorsalis,193
Hydnocarpus kurzii,202
Lonchura atricapilla,183
Malvaviscus arboreus,199
Anthene emolus,2848
Callosciurus pygerythrus,921
Chersonesia risa,1392
Chrozophora rottleri,320
Dichrostachys cinerea,2783
Doleschallia bisaltide,1499
Enicurus scouleri,240
Ensete superbum,272
Euonymus crenulatus,192
Gonodontis clelia,121
Indosylvirana indica,885
Leucophyllum frutescens,434
Memecylon edule,23
Mimosa hamata,421
Oligodon kheriensis,337
Saraca asoca,3177
Spalgis epius,988
Striga angustifolia,11
Tapinoma melanocephalum,266
Uropeltis ocellata,187
Withania somnifera,409
Zephyranthes candida,670
Arisaema leschenaultii,74
Bastilla fulvotaenia,175
Dendrobium nobile,103
Ephedra gerardiana,100
Suregada lanceolata,204
Chiromantis dudhwaensis,200
Heterophasia pulchella,0
Robinia pseudoacacia,167
Anastomus oscitans,10540
Antigonon leptopus,1597
Ataboruza divisa,333
Dophla evelina,724
Edales pandava,11102
Eudocima hypermnestra,814
Gehyra mutilata,637
Lethe rohria,1336
Merops philippinus,4412
Neogurelca hyas,27
Pericrocotus erythropygius,139
Turdus albocinctus,397
Uropeltis nitida,303
Vitex negundo,555
Aviceda leuphotes,977
Calliophis melanurus,372
Garcinia xanthochymus,484
Jasminum auriculatum,13
Moschus chrysogaster,104
Nacaduba pavana,364
Paliga damastesalis,6
Setaria parviflora,85
Solanum elaeagnifolium,170
Ceropegia spiralis,73
Cyperus articulatus,159
Gegeneophis danieli,202
Omiodes indicata,155
Cyanotis cristata,49
Abutilon theophrasti,88
Atalantia ceylanica,322
Gyps bengalensis,650
Magnolia grandiflora,517
Merops apiaster,178
Polyura eudamippus,915
Psammodynastes pulverulentus,819
Spermacoce ocymoides,318
Tramea basilaris,3672
Alysicarpus ovalifolius,165
Dendronanthus indicus,700
Grewia abutilifolia,43
Plebs mitratus,123
Amolops himalayanus,121
Blachia umbellata,162
Grona heterophylla,171
Hydrillodes gravatalis,4
Gentiana quadrifaria,159
Maesa indica,62
Aerides rosea,294
Amyciaea forticeps,147
Brachymeria nephantidis,167
Carriola ecnomoda,381
Chelonia mydas,276
Citrus limon,1514
Cottonia peduncularis,515
Cyornis tickelliae,2833
Erythroxylum monogynum,414
Gomphrena globosa,2492
Halcyon pileata,901
Hirundo rustica,2433
Maruca amboinalis,276
Monosis travancorica,418
Suncus murinus,496
Carduelis carduelis,196
Condica illecta,203
Glareola maldivarum,402
Neptis mahendra,536
Ceriagrion fallax,74
Selenicereus undatus,77
Barleria grandiflora,160
Leptadenia pyrotechnica,181
Cannabis sativa,1347
Colvillea racemosa,499
Dendrobium falconeri,164
Dendrophthoe falcata,283
Graphium sarpedon,6287
Heortia vitessoides,490
Lanius excubitor,303
Marumba dyras,411
Megaderma spasma,358
Megalurus palustris,420
Mycalesis anaxias,2213
Parathyma ranga,1292
Rucervus duvaucelii,579
Thysanoplusia reticulata,123
Trimeresurus erythrurus,604
Ziziphus glabrata,59
Buteo rufinus,69
Delichon urbicum,124
Dysphania andamana,150
Eutropis rugifera,19
Impatiens oppositifolia,550
Logania distanti,111
Phycita steniella,56
Plusiodonta coelonota,603
Rauvolfia verticillata,54
Reevesia pubescens,143
Walsura trifoliata,364
Kaempferia pulchra,118
Karalla daura,24
Pleuroptya balteata,228
Rotala rotundifolia,305
Amolops monticola,152
Carpinus faginea,151
Ceropegia bulbosa,62
Channa punctata,427
Grewia hirsuta,144
Pitta sordida,167
Pleurotus ostreatus,134
Tylototriton verrucosus,85
Passiflora edulis,2114
Aetholix flavibasalis,19
Ahaetulla pulverulenta,326
Anax indicus,1418
Euphorbia hirta,2622
Ficus semicordata,546
Impatiens tangachee,94
Lagenaria siceraria,381
Melanoneura bilineata,147
Portia albimana,368
Raorchestes hassanensis,504
Rhipidura albogularis,1418
Tagiades gana,2700
Calandrella brachydactyla,14
Hylarana erythraea,412
Pueraria tuberosa,181
Smithsonia straminea,60
Utricularia aurea,137
Dopasia gracilis,307
Litsea mysorensis,203
Neptis narayana,129
Oldenlandia affinis,173
Parascaptor leucura,121
Tricholepis amplexicaulis,286
Ophioglossum reticulatum,194
Bibasis sena,869
Carallia brachiata,974
Centropus bengalensis,820
Cheilomenes sexmaculata,877
Columba livia,5344
Curcuma longa,597
Cursorius cursor,177
Dieffenbachia seguine,227
Euphaea ochracea,438
Euphorbia tirucalli,857
Habenaria commelinifolia,65
Homona coffearia,156
Hoolock hoolock,1821
Impatiens acaulis,357
Jamides alecto,1897
Jasminum multiflorum,157
Juglans regia,232
Lerwa lerwa,4
Memecylon wightii,141
Pavona decussata,208
Persicaria chinensis,750
Pluchea ovalis,90
Poekilocerus pictus,2555
Seicercus burkii,274
Albizia julibrissin,413
Holigarna beddomei,187
Ipomoea pes-tigridis,564
Microhyla butleri,31
Sibirionetta formosa,140
Chrysococcyx maculatus,249
Coloeus monedula,274
Dianthus chinensis,192
Dolichandrone spathacea,43
Litsea ghatica,287
Burmannia coelestis,119
Kalimeris indica,141
Raorchestes kaikatti,125
Coccinia grandis,1730
Diospyros melanoxylon,2990
Gibelion catla,257
Harpactes fasciatus,3213
Helicia robusta,99
Kallima sylvia,4381
Magnolia hodgsonii,350
Prosopis juliflora,3129
Spalgis epeus,6157
Sumalia daraxa,814
Udara akasa,237
Verbena hybrida,59
Viscum articulatum,309
Benkara malabarica,429
Ficedula subrubra,381
Heliophorus tamu,7
Ichthyophis beddomei,96
Phimenes flavopictus,382
Salacia fruticosa,417
Uropeltis beddomii,290
Euonymus indicus,410
Petaurista magnificus,236
Ziziphus oenoplia,700
Ragadia crisilda,130
Caconeura risi,351
Coracias benghalensis,8235
Eupterote undata,438
Filicium decipiens,1851
Glochidion zeylanicum,62
Goniothalamus wightii,69
Hypsipetes ganeesa,272
Lanius tephronotus,522
Lasianthus acuminatus,158
Leea asiatica,358
Lophiolepis veruta,214
Nervilia simplex,206
Oecophylla smaragdina,8012
Oligodon taeniolatus,1400
Sida cordifolia,1726
Urothemis signata,9289
Boiga flaviviridis,811
Botyodes asialis,567
Chrysococcyx xanthorhynchus,322
Crotalaria quinquefolia,145
Epeus indicus,828
Corynocarpus laevigatus,122
Heliconia psittacorum,98
Gaurena florens,146
Aethaloessa calidalis,967
Bijoaraneus mitificus,511
Chloropsis hardwickii,160
Colotis etrida,1321
Connarus wightii,124
Crotalaria retusa,1583
Falco peregrinus,878
Hemidactylus leschenaultii,1063
Indigofera cordifolia,601
Lamproptera meges,428
Leptobrachium rakhinense,568
Macaranga indica,57
Mitragyna tubulosa,339
Motacilla cinerea,4270
Oreocryptophis porphyraceus,548
Orthonama obstipata,292
Otonephelium stipulaceum,176
Phoenicurus hodgsoni,311
Pieris brassicae,1682
Semnopithecus priam,2652
Ceropegia oculata,194
Etiella zinckenella,35
Eutropis dissimilis,235
Falco cherrug,45
Garcinia spicata,256
Kamettia caryophyllata,227
Quercus leucotrichophora,199
Sieruela monophylla,266
Abisara fylla,608
Abutilon indicum,1414
Antigastra catalaunalis,221
Buchanania lanceolata,234
Camaricus formosus,584
Capra sibirica,224
Celastrina argiolus,417
Celenna festivaria,441
Chasmina candida,85
Chrysilla volupe,1378
Colocasia esculenta,1687
Cordia myxa,535
Dioscorea pentaphylla,484
Eurema laeta,3190
Gymnema sylvestre,293
Haritalodes derogata,690
Inula obtusifolia,185
Neoscona punctigera,360
Protosticta gravelyi,446
Pterolobium hexapetalum,541
Pyrrhula erythrocephala,2
Sibynophis subpunctatus,349
Strix ocellata,1013
Uvaria narum,139
Archips micaceana,83
Callerebia scanda,592
Dopatrium junceum,149
Falco chicquera,157
Zanthoxylum rhetsa,258
Buglossoides arvensis,33
Garrulax ocellatus,251
Glossogobius giuris,204
Gymnosporia rothiana,192
Penicillaria jocosatrix,200
Plebicula escheri,98
Sathrophyllia rugosa,148
Papilio mayo,91
Abies spectabilis,41
Burara jaina,765
Calidris temminckii,625
Cyrtodactylus rubidus,357
Gracula indica,744
Hasora vitta,702
Hemitragus hylocrius,1168
Herennia multipuncta,1148
Hymenia perspectalis,637
Neptis jumbah,3432
Pycnonotus gularis,1631
Raorchestes echinatus,252
Silurus asotus,142
Talinum fruticosum,627
Ericeia pertendens,115
Ficus beddomei,152
Hibiscus vitifolius,633
Papilio krishna,275
Protobothrops mucrosquamatus,224
Vallaris solanacea,448
Eulophia ochreata,75
Mytilus edulis,65
Stenella longirostris,73
Dichocrocis zebralis,58
Galleria mellonella,31
Hibiscus caesius,158
Monilesaurus acanthocephalus,27
Moringa concanensis,138
Spodoptera exigua,197
Tadarida aegyptiaca,144
Tetragonula iridipennis,165
Calliphora vomitoria,182
Erythrina crista-galli,2
Fimbristylis ferruginea,19
Haliaeetus leucogaster,1528
Indotyphlops braminus,1030
Mycalesis patnia,2725
Nerium oleander,3523
Orthetrum chrysis,5605
Sphenarches anisodactylus,173
Turdus maximus,209
Vitex altissima,949
Argyreia capitiformis,145
Colias croceus,399
Ficedula tricolor,86
Japalura variegata,369
Oraesia argyrosigna,128
Pandanus leram,88
Pavetta tomentosa,413
Richardia scabra,241
Saxicola torquatus,1144
Arhopala alea,26
Cousinia thomsonii,203
Cyclosa bifida,39
Emberiza pusilla,441
Ischyja inferna,52
Nyctibatrachus deveni,451
Parotis nilgirica,269
Praezygaena caschmirensis,203
Scirpophaga nepalensis,138
Sitana marudhamneydhal,165
Vincetoxicum dalzellii,174
Xenochrophis cerasogaster,219
Rhinolophus pusillus,130
Viverra zibetha,16
Apodytes dimidiata,243
Calotes jerdoni,462
Corilla anax,143
Duabanga grandiflora,1157
Grus grus,385
Habenaria rariflora,540
Hemidactylus parvimaculatus,40
Himantopus himantopus,6501
Hypothymis azurea,1216
Ipomoea triloba,653
Libellago indica,1382
Monilesaurus rouxii,4842
Oriolus chinensis,1239
Orthotomus sutorius,6267
Sameodes cancellalis,2386
Suthora nipalensis,18
Lepisanthes tetraphylla,466
Oreochromis mossambicus,203
Phylloscopus trochiloides,2
Tetracera akara,81
Antitrygodes cuneilinea,179
Chrysodeixis eriosoma,224
Pomponia linearis,38
Charltona kala,101
Luscinia cyane,134
Micrixalus frigidus,55
Acraea terpsicore,11634
Acrotrema arnottianum,40
Ailanthus excelsa,1712
Appias indra,726
Argemone ochroleuca,79
Centrosema virginianum,141
Clerodendrum infortunatum,2513
Dodonaea viscosa,585
Ficus auriculata,465
Homodes crocea,179
Limosa lapponica,889
Momordica charantia,1657
Orobanche cernua,56
Stevia rebaudiana,133
Alangium platanifolium,184
Ascalaphus sinister,31
Curubis tetrica,234
Diasemiopsis ramburialis,30
Eutropis bibronii,120
Limnophila sessiliflora,108
Neptis ananta,109
Premna corymbosa,258
Potamogeton nodosus,180
Thrixspermum filiforme,155
Cyanotis tuberosa,65
Heterophasia picaoides,1
Pogostemon deccanensis,277
Acalypha wilkesiana,295
Acampe ochracea,135
Allamanda cathartica,3264
Antheraea pernyi,400
Batocera rufomaculata,1191
Broussonetia papyrifera,1749
Ceiba pentandra,2879
Chitala chitala,207
Chrotogonus oxypterus,167
Clinotarsus alticola,997
Dendrocopos darjellensis,161
Eudocima phalonia,1176
Leptoptilos javanicus,2488
Leucas ciliata,149
Madhuca neriifolia,323
Opuntia stricta,615
Palaquium ellipticum,253
Putranjiva roxburghii,839
Rhabdops aquaticus,310
Sapindus mukorossi,373
Eugenia uniflora,154
Gentiana ornata,78
Micrococca wightii,106
Peristylus constrictus,73
Sinna extrema,148
Ceratopteris thalictroides,145
Gastropacha pardale,208
Aegypius monachus,6
Corma maculata,26
Episparis liturata,148
Euphorbia prostrata,7
Herissantia crispa,203
Aetius decollatus,201
Anomis fulvida,39
Arachnothera longirostra,582
Clusia rosea,431
Elaphe cantoris,220
Ficus krishnae,1273
Indosylvirana intermedia,2006
Jasminum coarctatum,104
Lactuca dolichophylla,40
Mussaenda glabrata,106
Paralebeda plagifera,26
Strobilanthes ixiocephala,12
Cyrtophora citricola,58
Galloperdix lunulata,196
Hyptis capitata,46
Impatiens minor,313
Moschiola indica,333
Polytremis eltola,37
Problepsis vulgaris,373
Torenia asiatica,30
Xylocopa pubescens,36
Bentinckia condapanna,141
Bistorta vivipara,136
Ischnura inarmata,221
Macroglossum pyrrhosticta,70
Mussaenda macrophylla,59
Byasa dasarada,189
Hemidactylus gracilis,57
Macaca arctoides,179
Thoressa cerata,39
Anhinga melanogaster,5482
Aquila rapax,213
Bronchocela rubrigularis,431
Cuculus poliocephalus,152
Cucumis maderaspatanus,359
Cyathula prostrata,232
Dracaena fragrans,61
Elaeocarpus angustifolius,369
Gallinula chloropus,2457
Ingerana borealis,456
Microhyla sholigari,178
Orthomorpha coarctata,1013
Pelopidas assamensis,235
Yungipicus nanus,1142
Graphium xenocles,635
Pareas monticola,287
Sturnia blythii,1117
Acalypha lanceolata,164
Aphaenogaster beccarii,204
Boiga multomaculata,69
Orthosiphon aristatus,422
Rhododendron thomsonii,43
Eleocharis acicularis,146
Macroptilium atropurpureum,84
Pipistrellus coromandra,29
Polygala arvensis,198
Semnopithecus hector,209
Streptocarpus rexii,1
Arundina graminifolia,542
Capsicum frutescens,625
Celaenorrhinus ruficornis,23
Chalcophaps indica,2385
Datura metel,470
Discophora sondaica,2059
Elaeocarpus weibelii,68
Euodice malabarica,2813
Euthalia anosia,180
Indosylvirana sreeni,856
Limnophila rugosa,101
Mycalesis gotama,272
Ocimum tenuiflorum,2049
Solanum torvum,2525
Streptopelia tranquebarica,1048
Thunbergia alata,658
Treron chloropterus,134
Turdoides earlei,355
Vigna vexillata,369
Bistorta affinis,179
Chabula acamasalis,145
Euphorbia nivulia,627
Gnetum edule,62
Stigmatophora palmata,98
Telosma pallida,31
Atractomorpha crenulata,95
Butea superba,197
Eublepharis macularius,3
Oxalis triangularis,150
Stachyridopsis pyrrhops,121
Treron apicauda,206
Carpodacus rodochroa,144
Appias olferna,4019
Argina astrea,733
Cacomantis sonneratii,727
Caprimulgus andamanicus,185
Ficus elastica,1338
Ingerana charlesdarwini,491
Majidea zanguebarica,318
Orthetrum sabina,35957
Parathyma opalina,993
Pila globosa,71
Pyrus pashia,103
Uropeltis myhendrae,157
Aeschynomene aspera,178
Arachnothera magna,595
Chanda nama,119
Lepidagathis keralensis,166
Porpax filiformis,404
Thalasseus sandvicensis,194
Basilicum polystachyon,154
Taphozous nudiventris,94
Agave amica,116
Amata phegea,528
Catharanthus roseus,5131
Clitoria ternatea,5726
Coccinella septempunctata,411
Colotis fausta,887
Didymoplexis pallens,3
Elettaria cardamomum,335
Etroplus maculatus,657
Euphorbia pilosa,154
Hamelia patens,1579
Jatropha curcas,660
Pelecanus crispus,521
Pouteria campechiana,332
Ruellia patula,45
Silene gallica,86
Swietenia mahagoni,1805
Tamarindus indica,5641
Teliphasa albifusa,206
Argyreia cuneata,152
Asota egens,230
Barleria involucrata,214
Crotalaria pallida,1270
Discophora timora,97
Hibiscus micranthus,43
Muscicapa ruficauda,69
Saxicola ferreus,452
Theretra alecto,51
Yungipicus canicapillus,281
Minervarya syhadrensis,33
Achaea mercatoria,44
Kunugia ampla,148
Pyrrhula nipalensis,33
Acacia mangium,740
Catapaecilma major,588
Dawkinsia filamentosa,1012
Hulodes caranea,1124
Hygrophila difformis,3
Junonia lemonias,40603
Leucas biflora,20
Melanophidium punctatum,190
Perdicula argoondah,534
Pseudophilautus wynaadensis,6259
Pterospermum reticulatum,271
Rasbora daniconius,395
Rhacophorus tuberculatus,109
Sieruela rutidosperma,2553
Utetheisa lotrix,368
Begonia malabarica,461
Barleria montana,202
Ginkgo biloba,193
Tragopan satyra,226
Ctenopharyngodon idella,113
Indoxysticus minutus,177
Mareca penelope,304
Amata sperbius,172
Arundo donax,321
Callyna jugaria,22
Chloropsis jerdoni,1050
Cochlospermum religiosum,643
Colotis vestalis,397
Dendrobium chrysotoxum,772
Eutropis andamanensis,297
Glycosmis macrocarpa,175
Olios milleti,496
Platyceps bholanathi,294
Ploceus manyar,1026
Pseudagrion microcephalum,5893
Rhynchosia courtallensis,155
Scobura parawoolletti,73
Sephisa dichroa,181
Sterna aurantia,3055
Xanthodes transversa,828
Ficus tinctoria,682
Lampetis fastuosa,21
Nisaetus nipalensis,51
Pantoporia cama,193
Potanthus pseudomaesa,419
Solanum villosum,397
Spindasis syama,119
Trochalopteron affine,236
Euphorbia trigona,121
Magnolia nilagirica,203
Minla ignotincta,75
Monopterus cuchia,120
Schoenoplectiella mucronata,162
Arnetta vindhiana,849
Caconeura ramburi,386
Carissa spinarum,1831
Clivia miniata,283
Gazella bennettii,2171
Geokichla citrina,2868
Hura crepitans,294
Lamproptera curius,1756
Lebadea martha,1369
Macaca mulatta,5202
Manihot esculenta,1654
Martynia annua,1265
Myophonus caeruleus,1396
Omiodes analis,25
Phlaeoba infumata,132
Polypedates taeniatus,118
Prosopis cineraria,1638
Pygospila octomaculalis,138
Sapindus emarginatus,377
Solanum sisymbriifolium,454
Spirama retorta,2493
Stachytarpheta cayennensis,125
Telamonia dimidiata,8434
Antidesma velutinum,44
Cucumis sativus,334
Ixora nigricans,357
Cechetra scotti,199
Koenigia nepalensis,115
Neanotis montholonii,45
Parasa pastoralis,167
Rapala suffusa,148
Xandrames latiferaria,150
Brettus anchorum,91
Eublemma baccalix,178
Senna didymobotrya,117
Aerides odorata,539
Dendrocygna javanica,5024
Heliophorus epicles,4241
Hyarotis adrastus,1823
Moringa oleifera,4668
Protaetia aurichalcea,145
Ahaetulla perroteti,228
Callistemon brachyandrus,71
Heliocypha perforata,126
Macroglossum stellatarum,511
Moullava spicata,640
Sus salvanius,123
Dahlia imperialis,426
Sphaerotheca maskeyi,137
Copris signatus,115
Dendrobium capillipes,119
Paraechinus micropus,106
Albizia amara,522
Baccharoides anthelmintica,156
Buddleja asiatica,148
Cethosia biblis,1548
Gracula religiosa,1153
Halcyon smyrnensis,14429
Hydroprogne caspia,350
Indotestudo travancorica,1978
Mansoa alliacea,460
Megalogomphus hannyngtoni,115
Memecylon sivadasanii,110
Nyctemera coleta,1792
Rotala floribunda,20
Simarouba amara,60
Tarucus balkanica,1309
Coridius janus,180
Drepanosticta carmichaeli,131
Dudusa synopla,529
Indirana chiravasi,215
Luscinia pectoralis,245
Nannophyopsis clara,113
Osbeckia aspera,126
Pericyma cruegeri,413
Sarcandra chloranthoides,84
Senegalia rugata,216
Yucca aloifolia,86
Cyperus fuscus,0
Dicaeum ignipectus,137
Ischyja manlia,191
Oxyopes bharatae,170
Pagyda salvalis,2
Rungia repens,383
Cereus repandus,78
Galactia striata,210
Albizia chinensis,792
Alstonia scholaris,7697
Aquila nipalensis,314
Bungarus andamanensis,208
Canthophrys gongota,18
Curetis acuta,483
Drymaria cordata,235
Eressa multigutta,230
Guilandina bonduc,479
Junonia hierta,8722
Neorina hilda,237
Strychnos nux-vomica,1254
Tringa stagnatilis,301
Monomorium destructor,142
Tarenna nilagirica,25
Tricholepis glaberrima,83
Arhopala bazaloides,142
Circus cyaneus,198
Cnemaspis heteropholis,122
Jasminum ritchiei,55
Rynchops albicollis,827
Anthus richardi,130
Maliattha separata,1
Telinga malsara,60
Trimeresurus medoensis,227
Zaleya decandra,18
Acherontia lachesis,1177
Ammomanes phoenicura,1133
Anticarsia irrorata,668
Butea monosperma,13433
Caleta roxus,336
Coronella brachyura,375
Delonix regia,11237
Dendrolirium lasiopetalum,193
Eucalyptus tereticornis,388
Malaxis muscifera,185
Mystus gulio,273
Phaedyma columella,932
Phallus indusiatus,1127
Tecoma castanifolia,221
Trithemis pallidinervis,8670
Verbascum coromandelianum,550
Centratherum punctatum,582
Crateva magna,225
Devario devario,144
Gerres setifer,117
Orophea thomsonii,31
Aulocera swaha,86
Begonia crenata,183
Celaenorrhinus munda,60
Hipposideros fulvus,323
Sylvia althaea,83
Xylia xylocarpa,570
Leucas hirta,29
Malus domestica,109
Oldenlandia herbacea,139
Semnopithecus ajax,166
Vachellia planifrons,419
Baoris farri,306
Callistemon viminalis,1907
Clerodendrum phlomidis,344
Crossandra infundibuliformis,1382
Eudynamys scolopaceus,9007
Evolvulus alsinoides,867
Ficus racemosa,4484
Houbaropsis bengalensis,776
Pandion haliaetus,1457
Parathyma nefte,2350
Pardofelis marmorata,321
Schleichera oleosa,1436
Syngonium podophyllum,6
Utricularia striatula,983
Calanthe tankervilleae,269
Ceriagrion olivaceum,498
Dipcadi concanense,275
Ficus palmata,189
Hirundo tahitica,542
Justicia brandegeeana,154
Nyctibatrachus minimus,137
