species,decimalLatitude,decimalLongitude,individualCount
Pycnonotus striatus,27.136147,92.454926,73
Pycnonotus xantholaemus,15.335013,76.460024,190
Pycnospora lutescens,9.686181,76.905229,146
Pygospila octomaculalis,27.491903,96.212479,138
Pygospila tyres,14.606078,74.848429,210
Pyracantha crenulata,30.689953,79.589305,162
Pyralis farinalis,13.2964,77.1624,72
Pyralis manihotalis,22.977714,88.438211,35
Pyralis pictalis,14.349886,75.728714,196
Pyrausta panopealis,22.192513,88.18754,204
Pyrausta phoenicealis,13.42,75.25,122
Pyroneura margherita,24.352674,92.344815,49
Pyrostegia venusta,26.8503,75.8033,57
Pyrrhocorax graculus,30.880833,79.615829,194
Pyrrhocorax pyrrhocorax,30.73859,79.476128,151
Pyrrhoplectes epauletta,27.251848,88.777504,3
Pyrrhula aurantiaca,30.785498,79.219666,163
Pyrrhula erythrocephala,30.252106,79.995636,2
Pyrrhula nipalensis,29.344309,79.529434,33
Pyrrosia heterophylla,9.498067,76.338852,123
Pyrus communis,10.238113,77.489182,161
Pyrus pashia,25.129944,94.418852,99
Python bivittatus,25.178555,93.01429,205
Python molurus,13.346427,74.801682,203
Quercus floribunda,30.116581,79.700722,95
Quercus griffithii,25.143524,94.28334,24
Quercus leucotrichophora,31.104815,77.173401,126
Quercus serrata,25.303322,94.04464,182
Radermachera xylocarpa,22.344223,78.669655,94
Radhica flavovittata,8.088306,77.538452,137
Ragadia crisilda,27.528611,96.387693,130
Rallina canningi,12.924506,92.690277,3
Rallina eurizonoides,25.143525,94.283342,125
Rallus aquaticus,27.573364,95.379723,202
Ramadasa pavo,10.265503,77.545105,204
Raorchestes agasthyaensis,8.569203,77.411385,82
Raorchestes akroparallagi,12.117666,75.836105,208
Raorchestes anili,12.381389,75.656357,191
Raorchestes annandalii,26.87689,88.275902,108
Raorchestes beddomii,8.856916,77.217407,209
Raorchestes bombayensis,15.849695,74.497674,184
Raorchestes chalazodes,8.544057,77.375653,178
Raorchestes charius,12.337494,75.806908,163
Raorchestes chlorosomma,13.352753,74.780974,171
Raorchestes chromasynchysi,13.149027,75.287247,92
Raorchestes coonoorensis,11.354827,76.784508,172
Raorchestes dubois,10.233566,77.487656,187
Raorchestes echinatus,12.337494,75.806908,140
Raorchestes flaviocularis,9.091405,77.1252,195
Raorchestes flaviventris,10.117255,76.926854,112
Raorchestes ghatei,13.502664,75.090317,154
Raorchestes glandulosus,12.282979,75.813217,208
Raorchestes griet,10.0889,77.0595,179
Raorchestes hassanensis,13.566339,75.134214,167
Raorchestes indigo,13.132227,75.272507,137
Raorchestes jayarami,10.313977,76.85752,193
Raorchestes johnceei,8.569203,77.411385,170
Raorchestes kadalarensis,10.356273,76.898651,92
Raorchestes kaikatti,10.398889,76.99472,125
Raorchestes leucolatus,10.94,76.6325,207
Raorchestes luteolus,12.47714,75.765579,210
Raorchestes manohari,8.856916,77.217407,193
Raorchestes munnarensis,10.088933,77.059525,61
Raorchestes nerostagona,12.19176,75.804672,204
Raorchestes ochlandrae,10.764327,76.438955,207
Raorchestes ponmudi,10.3448,77.0083,198
Raorchestes ravii,11.4694,76.9746,189
Raorchestes resplendens,10.169688,77.064003,211
Raorchestes shillongensis,25.612098,91.897713,29
Raorchestes signatus,11.254908,76.625386,192
Raorchestes sushili,10.054884,77.067707,103
Raorchestes terebrans,17.601158,81.714081,12
Raorchestes thodai,11.513872,76.907402,64
Raorchestes tinniens,11.421767,76.861728,209
Raorchestes travancoricus,9.435854,77.165772,138
Raorchestes tuberohumerus,12.220948,75.654976,198
Raorchestes uthamani,10.061729,77.064934,202
Rapala iarbus,19.018236,73.279388,203
Rapala manea,11.734461,78.202039,206
Rapala nissa,27.544781,93.819611,136
Rapala pheretima,26.523852,93.962337,207
Rapala suffusa,24.352674,92.344815,148
Rapala varuna,22.62035,86.39721,188
Raphanus sativus,26.9859,94.3118,172
Rasbora daniconius,12.205,78.890633,127
Rathinda amor,12.172019,79.301485,211
Rattus rattus,26.730048,91.005884,83
Rattus satarae,15.1906,74.497078,169
Ratufa bicolor,26.932402,92.877213,198
Ratufa indica,11.685358,76.131995,209
Ratufa macroura,10.306797,77.206024,204
Rauvolfia serpentina,10.128824,76.693245,167
Rauvolfia tetraphylla,9.59619,76.431786,177
Rauvolfia verticillata,12.217127,75.608803,48
Ravenala madagascariensis,12.975959,77.592987,164
Ravenia spectabilis,8.434355,76.991669,132
Recurvirostra avosetta,26.888042,94.353951,132
Reevesia pubescens,25.271656,91.730804,143
Rehimena phrynealis,24.43202,92.330689,187
Reinwardtiodendron anamalaiense,10.357455,76.883507,205
Remelana jangala,27.098356,92.817829,194
Renanthera imschootiana,25.144574,94.323766,165
Rhabdophis himalayanus,28.239491,94.98575,190
Rhabdophis plumbicolor,8.680968,77.345744,203
Rhabdophis subminiatus,26.144517,91.736237,187
Rhabdops aquaticus,17.680464,74.018261,163
Rhabdops olivaceus,17.592766,73.827203,1
Rhacophorus bipunctatus,25.114425,94.362323,195
Rhacophorus calcadensis,10.067175,77.008434,179
Rhacophorus lateralis,12.393491,75.757256,207
Rhacophorus malabaricus,9.9239,76.7693,210
Rhacophorus pseudomalabaricus,10.088933,77.059525,193
Rhacophorus translineatus,28.11786,95.822591,210
Rhacophorus tuberculatus,28.11786,95.822591,109
Rhagastis castor,28.569129,95.056736,70
Rhagastis olivacea,27.517984,88.53109,102
Rhagoletis cingulata,11.353003,76.795906,155
Rhaphicera moorei,30.657635,79.586868,28
Rhaphicera satricus,27.530153,93.893625,148
Rhene albigera,16.55611,73.862305,110
Rhene flavicomans,10.029107,76.35898,142
Rhene flavigera,13.56631,75.134205,181
Rhene rubrigera,12.227628,76.612388,49
Rhinacanthus nasutus,13.364738,77.679382,208
Rhincodon typus,19.42831,85.139496,87
Rhinoceros unicornis,26.651676,91.024963,196
Rhinocypha unimaculata,27.059356,88.469454,144
Rhinolophus beddomei,15.105111,73.932295,179
Rhinolophus cognatus,12.044693,92.828979,16
Rhinolophus lepidus,14.569633,74.558044,188
Rhinolophus pusillus,25.793957,94.893951,130
Rhinolophus yunanensis,11.615504,92.619255,116
Rhinopalpa polynice,27.448763,95.578863,210
Rhinophis fergusonianus,10.129813,76.687063,116
Rhinopoma hardwickii,20.639988,79.640739,179
Rhinopoma microphyllum,28.650679,77.233444,151
Rhipidura albicollis,16.696489,74.21579,211
Rhipidura albogularis,19.052212,72.900522,209
Rhipidura aureola,12.853644,77.507729,165
Rhizophora apiculata,9.988335,76.274338,201
Rhizophora mucronata,11.431276,79.797371,203
Rhodiola wallichiana,30.728041,79.605301,50
Rhododendron arboreum,27.369167,88.222221,200
Rhododendron edgeworthii,27.410999,92.273003,50
Rhododendron indicum,10.231091,77.49157,138
Rhododendron lepidotum,30.728041,79.605301,43
Rhododendron thomsonii,27.826796,88.695808,43
Rhododendron yedoense,10.229282,77.457283,56
Rhodometra sacraria,26.623138,75.025031,135
Rhodomyrtus tomentosa,11.400726,76.735817,180
Rhodothemis rufa,22.947875,88.543706,208
Rhombophylla edentata,13.576117,75.106299,71
Rhopocichla atriceps,15.284267,74.530212,106
Rhopodytes tristis,25.979496,92.489609,205
Rhopodytes viridirostris,17.371231,78.416237,188
Rhus chinensis,25.143525,94.283342,28
Rhynchoglossum notonianum,15.968118,74.004578,117
Rhynchoglossum obliquum,13.130262,74.985275,74
Rhynchosia aurea,12.897782,79.205636,183
Rhynchosia capitata,12.936437,79.327553,133
Rhynchosia courtallensis,8.504928,77.466446,155
Rhynchosia densiflora,8.504928,77.466446,202
Rhynchosia hirta,12.579581,78.639877,177
Rhynchosia rothii,12.579581,78.639877,92
Rhynchosia rufescens,8.504928,77.466446,163
Rhynchospora wightiana,12.032208,75.256348,184
Rhynchostylis gigantea,25.235445,94.273624,8
Rhynchostylis retusa,11.290449,76.303688,211
Rhyothemis plutonia,24.352674,92.344815,173
Rhyothemis triangularis,9.925204,76.769333,122
Rhyothemis variegata,9.733337,76.366085,211
Ribes glaciale,30.116581,79.700722,180
Ricania speculum,10.496141,76.159752,37
Riccia frostii,22.7603,77.7463,142
Ricciocarpos natans,20.6358,82.3225,62
Richardia scabra,13.123121,77.550377,174
Ricinus communis,26.154375,91.659416,200
Rimator malacoptilus,28.216534,95.796234,72
Riopa guentheri,13.502664,75.090317,32
Riopa lineata,13.123199,75.428177,201
Riparia chinensis,28.52673,77.575363,142
Riparia riparia,26.523851,93.962334,182
Riptortus linearis,21.31995,72.881673,15
Ristella beddomii,14.73401,74.758211,186
Ristella travancorica,10.290514,76.843185,75
Rita rita,26.995749,94.320557,143
Rivea hypocrateriformis,13.546836,78.519241,199
Rivina humilis,9.9168,76.3901,184
Robinia pseudoacacia,31.609468,78.429008,167
Rondeletia odorata,11.98608,79.807961,73
Ropalidia fasciata,9.952281,76.311378,117
Rosa brunonii,9.931233,76.267304,56
Rosa damascena,9.227333,76.515891,126
Rosa indica,24.997904,82.065229,92
Rosa macrophylla,30.728041,79.605301,170
Rosa webbiana,31.609468,78.429008,52
Roscoea purpurea,30.459909,78.066399,111
Rostellularia adscendens,20.1981,85.4404,79
Rostellularia diffusa,11.783884,75.570574,80
Rostellularia procumbens,18.709869,73.476212,178
Rostratula benghalensis,18.272226,74.797737,201
Rotala floribunda,17.405199,73.670364,20
Rotala malampuzhensis,26.154375,91.659416,180
Rotala rotundifolia,12.662804,75.687134,133
Rotheca serrata,26.847832,93.381729,210
Roylea cinerea,30.687254,77.087707,121
Roystonea regia,25.2328,75.8385,204
Rubia cordifolia,30.663055,78.371666,158
Rubrindiania cardinalis,23.164543,92.937576,18
Rubus ellipticus,29.377594,80.007126,173
Rubus fairholmianus,11.400727,76.735817,76
Rucervus duvaucelii,22.296219,80.596321,195
Rudakius ludhianaensis,11.353002,76.79591,122
Ruellia ciliatiflora,10.198501,76.260222,47
Ruellia patula,11.073442,79.557533,45
Ruellia prostrata,12.671336,79.281761,97
Ruellia simplex,10.296602,76.334569,131
Ruellia tuberosa,10.0599,76.3374,203
Rumex nepalensis,10.238114,77.489182,75
Rumohra adiantiformis,13.8608,74.8749,194
Runcinia roonwali,12.954585,75.38106,49
Rungia repens,11.854699,79.347351,190
Rusa unicolor,13.341969,75.021935,205
Russelia equisetiformis,13.114317,80.148056,187
Rynchops albicollis,18.505646,74.000206,193
Saara hardwickii,26.828819,70.396957,199
Saccharum officinarum,24.703642,92.762581,150
Saccharum spontaneum,25.18804,93.003807,201
Sagra femorata,19.547083,73.764305,190
Salacia chinensis,12.555987,77.734795,181
Salacia fruticosa,8.722558,77.027039,190
Salea anamallayana,10.224803,77.483421,179
Salea horsfieldii,11.40829,76.766495,204
Salix tetrasperma,25.143525,94.283342,138
Salpornis spilonotus,27.792883,74.44091,130
Salvadora oleoides,25.3572,76.0328,207
Salvadora persica,22.307159,73.181221,161
Salvia coccinea,8.759942,77.116875,69
Salvia leucantha,29.5113,79.264,190
Salvia splendens,28.5823,77.049976,200
Salvinia cucullata,26.683332,92.650002,135
Salvinia molesta,9.088564,76.491302,135
Samadera indica,10.276098,76.171127,161
Samanea saman,26.164135,90.625153,206
Sambucus canadensis,11.361829,76.76651,113
Sameodes cancellalis,8.088306,77.538452,198
Samia cynthia,19.516542,83.507287,180
Sanaa imperialis,24.352678,92.344814,94
Santalum album,11.01673,76.945251,189
Sapindus emarginatus,12.491597,78.173546,197
Sapindus mukorossi,29.643717,80.202499,148
Sapindus trifoliatus,11.935821,79.829002,78
Saraca asoca,10.302525,76.3322,210
Saraca indica,20.18396,85.617307,118
Sarada darwini,17.322369,75.052353,76
Sarada deccanensis,18.72967,73.459557,152
Sarada superba,17.680464,74.018265,138
Sarangesa dasahara,18.7419,72.9232,205
Sarangesa purendra,14.619639,74.844077,161
Sarcandra chloranthoides,12.103781,75.815277,84
Sarcogyps calvus,26.678141,93.555367,166
Sarcophaga peregrina,23.499538,87.305344,200
Sarcostigma kleinii,11.835634,75.8563,179
Sarkidiornis melanotos,8.491453,77.745468,200
Sasia ochracea,24.600548,92.381363,163
Sathrophyllia rugosa,10.029107,76.35898,148
Satyrium nepalense,11.433705,76.552223,180
Saurauia napaulensis,26.158435,94.562443,21
Saurauia roxburghii,24.600548,92.381363,35
Sauris eupitheciata,27.337797,88.612892,70
Saussurea obvallata,30.70386,79.607609,135
Saxicola caprata,17.694418,73.942619,205
Saxicola ferreus,25.158466,94.205757,202
Saxicola macrorhynchus,33.921793,75.013897,165
Saxicola maurus,23.057794,72.583225,193
Saxicola torquatus,17.517143,78.315742,205
Saxicoloides fulicatus,18.177591,74.947815,203
Saxifraga parnassifolia,30.728041,79.605301,107
Scadoxus multiflorus,25.1909,94.3243,193
Scarus rubroviolaceus,14.016927,74.32722,72
Scatophagus argus,9.893013,76.325937,131
Schima wallichii,27.337614,88.609543,95
Schistophleps bipuncta,22.197601,88.184776,140
Schleichera oleosa,18.739159,73.176086,198
Schoenoplectiella mucronata,11.305856,76.614532,162
Schotia brachypetala,12.927685,77.597183,195
Scirpophaga incertulas,20.257351,80.340806,205
Scirpophaga innotata,13.3741,77.1404,211
Scirpophaga nepalensis,30.458883,79.679291,138
Scirpophaga nivella,23.576876,87.303909,88
Sclerocarpus africanus,18.27556,73.35128,37
Scleromitrion diffusum,12.094997,75.545138,167
Scleropyrum pentandrum,8.711359,77.055359,97
Scobura parawoolletti,24.352674,92.344815,73
Scolopendra hardwickei,15.64978,74.114951,169
Scolopendra subspinipes,9.7964,76.4657,195
Scolopia crenata,15.596524,73.872871,168
Scoparia dulcis,9.498067,76.338852,186
Scopelodes venosa,26.986702,94.311661,101
Scopula emissaria,24.43202,92.330688,151
Scopula opicata,10.677238,76.716336,208
Scopula pulchellata,14.351889,75.739738,13
Scotophilus kuhlii,26.017452,90.307098,43
Scutellaria violacea,11.386527,76.706734,114
Scutia myrtina,12.250972,79.046669,20
Scylla serrata,9.988304,76.272114,207
Scytodes pallida,19.2806,72.8497,28
Sebastonyma dolopia,26.69919,89.609703,97
Secamone emetica,11.546298,76.711906,194
Sedum morganianum,12.882341,77.556129,23
Seicercus burkii,24.343187,92.350731,195
Seicercus poliogenys,28.216534,95.796234,126
Seicercus whistleri,27.187254,88.674431,173
Selaginella intermedia,25.143524,94.28334,180
Selaginella tenera,9.923407,76.770302,6
Selenicereus undatus,8.4875,76.952499,77
Selepa celtis,22.469633,88.377217,122
Selinum vaginatum,30.728041,79.605301,163
Semecarpus anacardium,17.774405,81.926918,208
Semecarpus kathalekanensis,14.6188,74.827881,39
Semnopithecus ajax,32.527,76.0894,166
Semnopithecus entellus,22.7634,77.7148,202
Semnopithecus hector,26.878593,80.862976,148
Semnopithecus hypoleucos,12.041681,76.131995,193
Semnopithecus johnii,10.315187,76.924187,207
Semnopithecus priam,25.189,75.8535,200
Semnopithecus schistaceus,30.456369,78.102325,146
Senecio bombayensis,16.654297,73.50428,142
Senecio confusus,11.521877,76.024681,165
Senecio edgeworthii,22.744108,77.736969,43
Senecio scandens,11.673083,77.164818,202
Senegalia catechu,25.1573,75.8253,206
Senegalia chundra,12.528637,77.789307,103
Senegalia ferruginea,18.515982,73.650261,182
Senegalia modesta,14.681888,77.600594,183
Senegalia polyacantha,16.982616,74.042648,73
Senegalia rugata,13.022057,77.566681,95
Senegalia senegal,26.9663,75.7855,193
Senegalia torta,18.462326,73.412613,173
Senna alata,19.915247,85.663073,196
Senna alexandrina,22.751896,77.728866,174
Senna auriculata,18.177505,74.952385,165
Senna bicapsularis,8.720694,77.773466,193
Senna didymobotrya,11.365087,76.779694,117
Senna hirsuta,12.916517,79.132499,73
Senna ligustrina,22.7325,77.7371,165
Senna montana,13.55605,78.501001,124
Senna obtusifolia,11.289087,76.940971,166
Senna occidentalis,27.009808,94.335785,165
Senna polyphylla,11.949151,79.814514,51
Senna septemtrionalis,25.143525,94.283342,204
Senna siamea,25.2337,75.8347,209
Senna sophera,10.198704,77.979584,203
Senna spectabilis,11.637592,76.525701,199
Senna tora,24.5854,77.2917,184
Senna uniflora,12.304175,76.64547,132
Sephisa dichroa,32.242577,76.321281,104
Sepsophis punctatus,19.727726,84.941678,188
Serilophus lunatus,24.600548,92.381363,151
Serrodes campana,18.540813,73.453217,183
Serrodes partita,24.433414,92.328758,181
Sesamia inferens,20.2076,85.4667,39
Sesamum indicum,9.767771,76.547447,166
Sesbania bispinosa,22.683297,88.320914,46
Sesbania grandiflora,22.681169,88.352081,210
Sesbania sesban,13.123137,77.549675,100
Seseria dohertyi,26.647336,89.548337,168
Seseria sambara,26.704812,89.612467,154
Setaria italica,25.143524,94.28334,168
Setaria parviflora,8.759837,76.782697,85
Setaria verticillata,25.3552,75.9926,134
Shorea robusta,23.1951,86.0485,198
Sibirionetta formosa,26.114664,91.668556,140
Sibynophis collaris,27.277801,93.339271,171
Sibynophis sagittarius,30.284391,77.974297,178
Sibynophis subpunctatus,13.336489,74.794289,142
Siccia taprobanis,23.499746,87.305863,59
Sida acuta,9.481681,76.387573,190
Sida cordata,11.916494,75.731163,169
Sida cordifolia,15.572277,74.449196,187
Sida rhombifolia,18.2376,74.1116,208
Sida spinosa,12.919428,79.112511,24
Sidyma albifinis,29.42301,79.427488,98
Sieruela monophylla,13.637137,78.453911,154
Sieruela rutidosperma,9.613772,76.826439,205
Siganus vermiculatus,12.087948,75.179344,133
Sigesbeckia orientalis,22.467445,78.434586,200
Silene conoidea,26.914595,75.731804,166
Silene gallica,11.410204,76.695032,86
Siler semiglaucus,9.498067,76.338852,203
Silurus asotus,24.977972,94.491241,142
Silybum marianum,11.406414,76.693245,46
Simarouba amara,20.1857,85.3813,55
Sinna extrema,23.164543,92.937576,148
Sinna floralis,28.446607,94.835003,146
Sinomicrurus macclellandi,26.75408,89.590912,150
Sinopodophyllum hexandrum,27.895832,88.534439,58
Sinosidus albescens,30.728041,79.605301,57
Sirinopteryx rufivinctata,26.990309,88.696266,175
Sitana laticeps,20.1981,85.4402,205
Sitana marudhamneydhal,8.667449,77.40995,149
Sitana ponticeriana,15.717159,78.344742,181
Sitana spinaecephalus,20.081096,74.193998,203
Sitta castanea,11.774792,78.209705,179
Sitta formosa,27.136147,92.454926,108
Sitta frontalis,15.276264,74.538818,204
Sitta himalayensis,30.510586,79.161145,145
Smilax ovalifolia,8.851319,77.041199,128
Smilax wightii,11.353002,76.79591,96
Smilax zeylanica,26.9491,94.2596,127
Smithia hirsuta,17.438957,73.492783,54
Smithia sensitiva,16.861429,73.317017,196
Smithia setulosa,17.723343,73.823486,156
Smithsonia straminea,15.59673,74.187963,60
Smithsonia viridiflora,15.574684,73.595505,138
Solanum aethiopicum,25.143524,94.28334,0
Solanum anguivi,18.540813,73.453217,198
Solanum betaceum,25.081604,94.239059,157
Solanum capsicoides,8.487494,76.948624,47
Solanum diphyllum,25.70451,85.209358,178
Solanum elaeagnifolium,12.916517,79.132499,170
Solanum erianthum,13.087367,77.609932,179
Solanum giganteum,12.031528,77.592026,58
Solanum incanum,11.949151,79.814514,99
Solanum insanum,12.960986,77.638733,151
Solanum laxum,10.229282,77.457283,210
Solanum lycopersicum,9.322183,76.383987,187
Solanum mauritianum,11.400726,76.735817,173
Solanum melongena,9.931233,76.267304,197
Solanum nigrum,12.882341,77.556129,200
Solanum pubescens,15.432466,75.638031,173
Solanum seaforthianum,12.579581,78.639877,194
Solanum sisymbriifolium,25.612099,91.897713,187
Solanum torvum,26.698532,92.485146,195
Solanum trilobatum,13.553348,76.011116,198
Solanum tuberosum,30.772616,79.495346,27
Solanum viarum,26.219778,94.476898,180
Solanum villosum,11.560947,76.142159,208
Solanum violaceum,11.840998,75.919907,114
Solanum virginianum,25.2324,75.8332,211
Solanum wightii,13.066011,77.664024,79
Solanum wrightii,12.42442,75.738182,116
Solena amplexicaulis,22.813192,77.619247,165
Solenopsis geminata,12.271647,76.625389,119
Sonchus oleraceus,18.540813,73.453217,36
Sonchus wightianus,11.619844,76.084335,151
Sonerila devicolamensis,8.504928,77.466446,141
Sonerila scapigera,8.851319,77.041199,37
Sonerila wallichii,11.846361,75.807297,163
Sonneratia alba,16.639185,73.369171,207
Sonneratia apetala,11.69642,79.754005,70
Sopubia trifida,18.540813,73.453217,80
Sorbus microphylla,27.895832,88.534439,56
Sorghum bicolor,24.997904,82.065229,115
Sorghum halepense,25.2022,75.7951,197
Sousa chinensis,19.415602,85.13752,146
Soymida febrifuga,21.883648,82.87221,204
Spalerosophis arenarius,26.851389,70.738335,152
Spalerosophis diadema,28.635307,77.22496,148
Spalgis epeus,8.508296,76.936218,211
Spalgis epius,8.4875,76.952499,192
Spathiphyllum wallisii,12.882341,77.556129,195
Spathodea campanulata,15.499743,73.828217,202
Spathoglottis ixioides,25.143524,94.28334,30
Spatholobus purpureus,15.39719,74.338219,42
Spatula clypeata,14.351889,75.73974,205
Spatula querquedula,18.277885,74.78743,181
Speiredonia mutabilis,8.088306,77.538452,148
Spelaeornis badeigularis,28.216534,95.796234,145
Spelaeornis caudatus,27.086308,88.661514,9
Spelaeornis longicaudatus,25.431234,92.237198,180
Spelaeornis troglodytoides,28.216534,95.796234,172
Spermacoce alata,9.686181,76.905228,60
Spermacoce articularis,12.982304,79.259209,98
Spermacoce hispida,9.481835,76.387924,152
Spermacoce ocymoides,14.617094,74.844864,182
Spermacoce remota,12.474616,78.186017,177
Sphaeranthus indicus,15.39719,74.338219,160
Sphaerotheca breviceps,30.284391,77.974297,202
Sphaerotheca dobsonii,13.352753,74.780975,167
Sphaerotheca maskeyi,30.283863,77.97538,137
Sphaerotheca rolandae,12.759288,78.207504,152
Sphagneticola calendulacea,9.087686,76.486137,189
Sphagneticola trilobata,10.113706,76.353056,195
Sphenarches anisodactylus,24.43202,92.330688,173
Sphenoclea zeylanica,12.95976,79.303085,171
Sphenomorphus dussumieri,9.71224,76.848862,211
Sphenomorphus indicus,27.066044,92.406006,202
Sphenomorphus maculatus,26.647335,89.54834,164
Sphingomorpha chlorea,12.250834,79.046562,207
Sphragifera rejecta,22.467445,78.434586,52
Spialia galba,25.236,75.8369,209
Spigelia anthelmia,13.075239,79.655823,123
Spilarctia lutea,11.491604,76.733652,33
Spilopelia chinensis,20.199614,85.446443,209
Spilopelia senegalensis,18.343626,74.363945,211
Spilornis cheela,17.467215,81.805771,211
Spilornis elgini,11.677241,92.726044,156
Spilostethus hospes,20.1981,85.4396,99
Spindasis lohita,9.654051,76.748611,208
Spindasis syama,26.722933,89.604309,119
Spindasis vulcanus,11.547579,78.281783,211
Spinifex littoreus,19.813383,85.831467,148
Spiraea cantoniensis,25.174323,94.368718,194
Spirama helicina,12.946094,77.505409,91
Spirama indenta,13.069559,80.248512,123
Spirama retorta,12.891673,77.592438,210
Spiranthes sinensis,11.305856,76.614532,110
Spizixos canifrons,25.376539,94.228851,133
Spodiopogon rhizophorus,17.39189,73.740431,103
Spodoptera exigua,13.3741,77.1404,197
Spodoptera littoralis,13.058931,80.25016,132
Spodoptera litura,13.039207,77.537193,206
Spodoptera mauritia,23.535082,87.344543,106
Spoladea recurvalis,10.292274,76.165332,211
Spondias pinnata,22.990319,87.008042,200
Stachyridopsis pyrrhops,29.218245,79.352188,121
Stachyridopsis ruficeps,27.237381,88.767685,118
Stachyris nigriceps,27.251848,88.777504,55
Stachys splendens,30.728041,79.605301,0
Stachytarpheta cayennensis,19.052258,72.862764,60
Stachytarpheta indica,8.67845,76.824523,155
Stachytarpheta jamaicensis,12.386219,75.529854,196
Steatoda albomaculata,18.512596,73.898506,163
Stegodyphus mirandus,19.150969,72.875816,199
Stegodyphus sarasinorum,12.9698,77.749947,179
Stegodyphus tibialis,12.018675,76.299644,141
Stemodia verticillata,22.744108,77.736969,175
Stemodia viscosa,13.170984,80.199112,211
Stenaelurillus lesserti,14.542955,74.795145,175
Stenaelurillus metallicus,12.866753,80.227509,143
Stenella longirostris,12.885703,93.651459,73
Stenotaphrum dimidiatum,12.975223,77.74881,108
Stenozygum speciosum,9.059793,76.53559,185
Stephanotis volubilis,10.344666,76.209373,134
Stercorarius parasiticus,9.29358,76.389145,168
Stercorarius pomarinus,13.003775,74.473083,65
Sterculia foetida,19.6678,85.0815,206
Sterculia guttata,9.924007,76.769459,176
Sterculia rubiginosa,8.505278,76.916389,193
Sterculia urens,24.3629,73.7279,206
Sterculia villosa,26.511288,92.688049,189
Stereospermum chelonoides,26.686882,94.342003,69
Stereospermum colais,9.699636,76.812897,187
Stereum ostrea,9.609089,76.555326,193
Sterna acuticauda,19.163063,78.919991,169
Sterna aurantia,12.153679,77.111122,211
Sterna hirundo,19.143709,72.979263,197
Sterna sumatrana,11.713122,92.731445,210
Sternula albifrons,11.699888,75.527203,205
Stevia rebaudiana,9.250576,76.540081,133
Stibochiona nicea,26.699424,89.617713,210
Stichoneuron membranaceum,26.105118,91.588577,106
Stichophthalma camadeva,25.521309,91.255409,105
Stictocardia beraviensis,9.498067,76.338852,194
Stigmatophora palmata,9.796701,77.158585,98
Stixis suaveolens,20.296059,85.82454,49
Stomorhina lunata,26.9597,75.7983,116
Streblus asper,8.504928,77.466446,211
Streptocarpus rexii,11.406414,76.693245,1
Streptopelia decaocto,30.2112,74.6614,198
Streptopelia orientalis,24.68153,80.009285,189
Streptopelia tranquebarica,29.530014,78.77466,183
Striga angustifolia,11.637592,76.525701,11
Striga asiatica,12.918217,77.299576,164
Striga densiflora,17.385044,78.486671,164
Striga gesnerioides,16.702587,73.334,163
Striglina scitaria,23.252251,88.598619,211
Strix leptogrammica,11.353003,76.795906,208
Strix ocellata,20.248383,79.360687,168
Strobilanthes alternata,10.526833,76.357681,133
Strobilanthes auriculata,25.143524,94.28334,145
Strobilanthes foliosa,11.25148,76.582947,103
Strobilanthes ixiocephala,19.340626,73.774551,12
Strobilanthes kunthiana,12.662803,75.687132,133
Strobilanthes pavala,18.335667,73.67495,169
Strobilanthes wightiana,11.433705,76.552223,115
Strobocalyx arborea,11.835275,75.839096,208
Stromatium barbatum,22.334513,80.611511,171
Strombosia ceylanica,10.357455,76.883507,39
Strophanthus wightianus,8.610215,77.284012,110
Strophidia caudata,15.39719,74.338219,22
Strychnos colubrina,11.835275,75.839096,68
Strychnos nux-vomica,17.889862,80.322227,211
Strychnos potatorum,12.578104,78.640739,207
Strychnos wallichiana,12.103781,75.815277,43
Sturnia blythii,15.215979,74.633575,192
Sturnia malabarica,25.549356,84.563416,210
Sturnia pagodarum,26.873652,75.808724,200
Sturnus vulgaris,23.640378,88.129937,188
Stylosanthes fruticosa,12.897782,79.205636,158
Stylosanthes hamata,11.587358,77.072601,173
Suada swerga,24.43202,92.330689,7
Suaeda fruticosa,22.194363,69.137375,22
Suaeda maritima,22.549469,70.027199,166
Suasa lisides,23.719245,92.414696,88
Suastus gremius,22.601673,88.137679,210
Sula dactylatra,12.787,74.748001,43
Sumalia daraxa,27.537271,96.393272,170
Suncus murinus,12.046613,76.626831,179
Sunhangia elegans,30.689953,79.589305,54
Suregada lanceolata,8.504928,77.466446,204
Suregada multiflora,19.6486,85.1306,169
Surendra quercetorum,24.352674,92.344815,210
Surniculus lugubris,11.664325,78.146014,207
Sus salvanius,26.200604,92.937574,123
Sus scrofa,17.721139,73.808822,210
Suthora nipalensis,27.251848,88.777504,18
Swertia corymbosa,11.3915,76.7215,6
Swietenia macrophylla,12.983542,77.557289,211
Swietenia mahagoni,25.205323,75.835965,206
Sycanus collaris,15.249678,74.617371,81
Syllepte sellalis,24.43202,92.330688,99
Sylvia althaea,17.385044,78.486671,83
Sylvia curruca,11.664325,78.146014,90
Sylviparus modestus,27.155851,92.462997,71
Symbrenthia hypselis,26.996888,88.80718,207
Symbrenthia niphanda,27.155851,92.462997,190
Sympetrum fonscolombii,11.410204,76.695032,197
Sympetrum striolatum,29.521667,79.647064,123
Symphaedra nais,18.728083,72.90741,210
Symphorema involucratum,13.88729,75.387856,158
