species,decimalLatitude,decimalLongitude,eventDate,occurrenceStatus,individualCount
Callosciurus pygerythrus,24.432381,92.330391,2019-01-20,PRESENT,123
Calocypha laidlawi,10.290799,76.515587,2018-12-14,PRESENT,47
Calodactylodes aureus,12.583333,78.833333,2017-08-25,PRESENT,133
Calodactylodes aureus,17.465,81.476997,2012-05-28,PRESENT,168
Calophyllum inophyllum,8.487494,76.948624,2013-06-10,PRESENT,110
Calophyllum inophyllum,10.983956,76.73745,2016-07-05,PRESENT,10
Calophyllum inophyllum,11.939801,79.834503,2014-05-18,PRESENT,22
Calophyllum inophyllum,19.117203,72.910645,2015-05-11,PRESENT,63
Calophyllum inophyllum,19.7046,85.1817,2023-12-31,PRESENT,133
Calophyllum polyanthum,12.56914,75.652718,2003-05-18,PRESENT,92
Calotes calotes,8.453915,76.973293,2021-09-19,PRESENT,67
Calotes calotes,8.9622,77.035,2022-02-25,PRESENT,109
Calotes calotes,9.551835,76.337852,2014-11-24,PRESENT,126
Calotes calotes,9.813808,76.929735,2024-02-07,PRESENT,46
Calotes calotes,9.9241,76.7694,2024-04-14,PRESENT,37
Calotes calotes,11.659528,79.702167,2020-10-15,PRESENT,143
Calotes calotes,12.565853,79.184128,2016-07-30,PRESENT,190
Calotes jerdoni,25.517275,91.263199,2016-06-02,PRESENT,89
Calotes mystaceus,24.497538,93.986321,2024-04-15,PRESENT,175
Calotes mystaceus,24.578552,93.900131,2016-04-02,PRESENT,23
Calotes mystaceus,24.817011,93.936844,2021-04-17,PRESENT,137
Calotes nemoricola,9.924234,76.769361,2023-01-12,PRESENT,136
Calotes nemoricola,10.359587,76.927124,2015-03-31,PRESENT,176
Calotes nemoricola,13.992727,74.709113,2020-10-03,PRESENT,166
Calotes versicolor,8.48595,77.047108,2014-07-10,PRESENT,62
Calotes versicolor,8.51729,77.023698,2020-06-21,PRESENT,26
Calotes versicolor,8.552787,76.976007,2021-05-13,PRESENT,160
Calotes versicolor,8.567545,77.139168,2014-11-16,PRESENT,200
Calotes versicolor,8.688775,76.756354,2020-12-13,PRESENT,78
Calotes versicolor,8.709838,77.129101,2021-07-26,PRESENT,8
Calotes versicolor,8.759837,76.782697,2020-10-10,PRESENT,5
Calotes versicolor,8.822202,76.778375,2020-11-17,PRESENT,66
Calotes versicolor,8.869997,76.601472,2020-05-23,PRESENT,167
Calotes versicolor,8.89532,76.900919,2020-12-07,PRESENT,71
Calotes versicolor,9.2246,76.7742,2020-12-10,PRESENT,204
Calotes versicolor,9.503114,76.530471,2020-09-15,PRESENT,191
Calotes versicolor,9.5692,76.3259,2022-01-27,PRESENT,185
Calotes versicolor,9.635397,76.978929,2020-10-03,PRESENT,119
Calotes versicolor,10.053149,76.352808,2021-09-24,PRESENT,146
Calotes versicolor,10.198501,76.260222,2020-09-19,PRESENT,90
Calotes versicolor,10.2277,76.197122,2020-09-15,PRESENT,67
Calotes versicolor,10.292274,76.165332,2020-09-03,PRESENT,161
Calotes versicolor,10.307011,76.334059,2020-11-07,PRESENT,68
Calotes versicolor,10.338989,76.201935,2020-02-20,PRESENT,117
Calotes versicolor,10.374205,76.149313,2020-09-16,PRESENT,9
Calotes versicolor,10.452874,76.297146,2020-09-24,PRESENT,98
Calotes versicolor,10.516378,76.158859,2017-06-28,PRESENT,122
Calotes versicolor,10.593448,76.600558,2023-03-10,PRESENT,185
Calotes versicolor,10.983956,76.73745,2016-07-17,PRESENT,188
Calotes versicolor,11.52376,76.471539,2014-06-13,PRESENT,109
Calotes versicolor,11.560363,76.161545,2020-05-16,PRESENT,107
Calotes versicolor,11.703206,76.0834,2023-09-14,PRESENT,205
Calotes versicolor,11.938234,79.835587,2014-09-19,PRESENT,20
Calotes versicolor,12.225285,79.074699,2014-12-09,PRESENT,191
Calotes versicolor,12.30655,76.651505,2015-03-19,PRESENT,115
Calotes versicolor,12.707832,80.223763,2010-12-04,PRESENT,59
Calotes versicolor,12.715147,75.209416,2020-09-15,PRESENT,179
Calotes versicolor,12.853645,77.50773,2012-07-14,PRESENT,107
Calotes versicolor,12.866753,80.227509,2018-09-12,PRESENT,125
Calotes versicolor,12.918844,77.270729,2017-06-25,PRESENT,207
Calotes versicolor,13.058931,80.25016,2015-07-29,PRESENT,148
Calotes versicolor,13.192354,80.262909,2012-11-28,PRESENT,20
Calotes versicolor,13.3653,77.1919,2023-09-16,PRESENT,40
Calotes versicolor,13.42,75.25,2014-11-15,PRESENT,121
Calotes versicolor,13.602221,78.532501,2018-02-17,PRESENT,76
Calotes versicolor,13.84,78.428612,2018-02-18,PRESENT,209
Calotes versicolor,13.862308,74.875198,2013-07-10,PRESENT,157
Calotes versicolor,14.464409,75.921758,2015-08-13,PRESENT,104
Calotes versicolor,14.506355,74.360153,2016-01-13,PRESENT,16
Calotes versicolor,14.681888,77.600594,2015-10-25,PRESENT,186
Calotes versicolor,14.735723,74.756035,2018-07-27,PRESENT,171
Calotes versicolor,15.44011,74.106378,2019-06-03,PRESENT,102
Calotes versicolor,15.566916,73.837386,2019-06-16,PRESENT,196
Calotes versicolor,15.954698,73.505364,2020-12-19,PRESENT,61
Calotes versicolor,16.8167,74.116699,2014-01-01,PRESENT,188
Calotes versicolor,17.54343,80.637222,2013-06-06,PRESENT,9
Calotes versicolor,18.614507,82.890672,2020-09-10,PRESENT,18
Calotes versicolor,19.007584,73.078691,2019-09-29,PRESENT,92
Calotes versicolor,19.148107,72.87607,2016-09-02,PRESENT,32
Calotes versicolor,19.4134,84.4982,2024-02-11,PRESENT,27
Calotes versicolor,20.190833,79.335994,2020-04-21,PRESENT,190
Calotes versicolor,20.1974,85.4397,2024-03-20,PRESENT,197
Calotes versicolor,20.1975,85.4398,2024-03-03,PRESENT,76
Calotes versicolor,20.1976,85.4398,2024-03-10,PRESENT,138
Calotes versicolor,20.1978,85.4399,2024-03-03,PRESENT,126
Calotes versicolor,20.1979,85.4403,2023-12-03,PRESENT,4
Calotes versicolor,20.1981,85.4403,2024-03-04,PRESENT,172
Calotes versicolor,20.202244,85.45174,2023-10-09,PRESENT,121
Calotes versicolor,20.2058,85.461,2024-03-07,PRESENT,103
Calotes versicolor,20.492024,85.998124,2024-04-27,PRESENT,149
Calotes versicolor,20.7183,73.0383,2021-10-15,PRESENT,64
Calotes versicolor,20.843674,82.281761,2022-01-02,PRESENT,35
Calotes versicolor,20.931982,77.752304,2021-06-15,PRESENT,51
Calotes versicolor,20.949732,73.49462,2021-10-09,PRESENT,202
Calotes versicolor,21.308352,72.868446,2020-09-24,PRESENT,83
Calotes versicolor,22.8136,86.1592,2022-08-29,PRESENT,12
Calotes versicolor,23.640378,88.129937,2023-05-01,PRESENT,126
Calotes versicolor,24.428135,92.335423,2020-03-05,PRESENT,190
Calotes versicolor,24.680185,92.564354,2016-10-29,PRESENT,26
Calotes versicolor,24.997904,82.065229,2022-05-19,PRESENT,33
Calotes versicolor,25.1849,75.8252,2022-09-24,PRESENT,65
Calotes versicolor,25.273296,85.455833,2018-07-02,PRESENT,58
Calotes versicolor,25.978571,92.496819,2018-04-05,PRESENT,147
Calotes versicolor,26.019962,89.993591,2017-08-10,PRESENT,25
Calotes versicolor,26.055857,91.601944,2012-09-13,PRESENT,101
Calotes versicolor,26.202281,91.739281,2022-06-19,PRESENT,77
Calotes versicolor,26.273894,73.030741,2020-05-19,PRESENT,15
Calotes versicolor,26.543478,88.720528,2014-06-30,PRESENT,4
Calotes versicolor,26.659423,91.001131,2019-03-31,PRESENT,98
Calotes versicolor,26.846694,80.946166,2022-04-01,PRESENT,33
Calotes versicolor,27.470545,94.912462,2023-03-04,PRESENT,159
Calotes versicolor,27.529531,88.512825,2013-07-03,PRESENT,165
Calotes versicolor,28.612297,76.968627,2023-09-14,PRESENT,186
Calotes versicolor,29.300194,79.537552,2017-09-20,PRESENT,27
Calotes versicolor,29.553305,78.758957,2012-10-25,PRESENT,5
Calotes versicolor,30.5782,78.647845,2018-04-14,PRESENT,153
Calotes versicolor,32.726601,74.857025,2016-05-01,PRESENT,139
Calotropis gigantea,10.292274,76.165332,2020-09-14,PRESENT,151
Calotropis gigantea,10.7022,75.95,2019-10-27,PRESENT,158
Calotropis gigantea,12.044741,78.149317,2020-07-13,PRESENT,129
Calotropis gigantea,12.707832,80.223763,2017-07-15,PRESENT,171
Calotropis gigantea,12.961484,80.191532,2021-03-05,PRESENT,147
Calotropis gigantea,13.072264,80.25209,2016-10-05,PRESENT,58
Calotropis gigantea,13.167423,74.870608,2021-02-04,PRESENT,126
Calotropis gigantea,15.390042,73.87735,2013-09-06,PRESENT,12
Calotropis gigantea,18.221878,74.865196,2018-11-20,PRESENT,131
Calotropis gigantea,18.7423,72.9186,2023-11-01,PRESENT,122
Calotropis gigantea,20.164605,85.343973,2024-03-28,PRESENT,57
Calotropis gigantea,21.769949,88.231513,2024-04-14,PRESENT,114
Calotropis gigantea,22.5732,88.2971,2023-04-30,PRESENT,138
Calotropis gigantea,24.686563,92.753548,2018-03-10,PRESENT,75
Calotropis gigantea,25.1856,75.8252,2022-04-23,PRESENT,116
Calotropis gigantea,25.213816,75.864753,2022-11-17,PRESENT,78
Calotropis procera,8.4619,76.9292,2024-02-06,PRESENT,4
Calotropis procera,17.7721,83.2448,2024-01-27,PRESENT,34
Calotropis procera,25.197,75.7922,2024-03-21,PRESENT,144
Calotropis procera,25.2255,75.8332,2024-04-23,PRESENT,37
Calotropis procera,26.162041,75.789474,2016-05-06,PRESENT,3
Calotropis procera,26.776396,91.425354,2017-08-21,PRESENT,32
Calotropis procera,26.915749,70.908348,2016-11-01,PRESENT,157
Calotropis procera,27.2045,77.9809,2024-04-02,PRESENT,101
Caltoris kumara,11.734461,78.202039,2020-09-18,PRESENT,128
Caltoris kumara,13.623527,74.691742,2020-09-27,PRESENT,40
Caltoris kumara,18.986601,73.267899,2018-09-01,PRESENT,136
Caltoris kumara,18.995218,73.258842,2018-09-01,PRESENT,188
Caltoris kumara,19.018236,73.279388,2011-09-01,PRESENT,164
Caltoris kumara,19.0453,72.8675,2022-09-08,PRESENT,44
Caltoris kumara,19.0524,72.8627,2022-08-31,PRESENT,108
Caltoris kumara,26.523852,93.962337,2021-06-26,PRESENT,203
Camacinia gigantea,23.586809,91.465225,2012-07-16,PRESENT,148
Camaricus formosus,10.029107,76.35898,2020-05-29,PRESENT,160
Camaricus rinkae,12.762084,75.018764,2020-05-16,PRESENT,53
Camellia japonica,32.239632,77.188713,2014-05-08,PRESENT,197
Camellia sinensis,8.483917,77.490349,2014-04-29,PRESENT,58
Camonea vitifolia,26.398947,90.265938,2018-04-09,PRESENT,29
Camponotus compressus,12.33736,76.098648,2015-03-16,PRESENT,36
Camponotus compressus,12.942692,77.505318,2016-03-06,PRESENT,54
Camponotus compressus,14.332584,75.704727,2015-06-30,PRESENT,92
Camponotus compressus,14.6319,77.6222,2023-07-04,PRESENT,145
Camponotus compressus,19.797606,74.250214,2015-07-26,PRESENT,126
Camponotus compressus,21.402987,72.925385,2015-08-22,PRESENT,87
Camponotus compressus,22.682218,88.32098,2023-08-19,PRESENT,144
Camponotus compressus,28.638644,77.07206,2020-06-16,PRESENT,90
Camponotus irritans,9.481674,76.387878,2014-11-04,PRESENT,182
Camponotus sericeus,25.095386,94.361652,2020-04-04,PRESENT,52
Campsis radicans,13.170984,80.199112,2015-03-14,PRESENT,36
Campsis radicans,26.914411,75.731873,2023-08-23,PRESENT,136
Campylotes histrionicus,27.103966,92.398018,2013-05-22,PRESENT,23
Campylotes histrionicus,27.129307,88.602516,2018-05-17,PRESENT,100
Cananga odorata,9.322183,76.383987,2015-02-02,PRESENT,25
Cananga odorata,12.852485,77.856738,2023-11-07,PRESENT,50
Canarium strictum,10.323591,76.951004,2017-11-12,PRESENT,157
Canavalia cathartica,22.514238,70.154022,2018-02-25,PRESENT,114
Canavalia rosea,21.3234,72.8523,2022-04-01,PRESENT,31
Canis aureus,11.219385,78.167842,2022-08-13,PRESENT,201
Canis aureus,11.716667,76.433334,2013-03-10,PRESENT,148
Canis aureus,12.122866,76.693604,2014-05-13,PRESENT,40
Canis aureus,12.400767,77.862511,2007-09-15,PRESENT,174
Canis aureus,15.39719,74.338219,2022-03-26,PRESENT,0
Canis aureus,15.43905,74.252557,2021-10-08,PRESENT,20
Canis aureus,27.046039,81.357825,2019-05-18,PRESENT,18
Canis aureus,27.171635,77.507797,2014-12-18,PRESENT,203
Canis aureus,29.57559,78.820093,2019-12-08,PRESENT,143
Canis lupus,13.64964,76.07074,2009-07-30,PRESENT,69
Canis lupus,21.505418,73.0361,2015-04-11,PRESENT,20
Canis lupus,25.143524,94.28334,2019-09-30,PRESENT,11
Canna indica,10.0317,76.2928,2020-10-28,PRESENT,180
Canna indica,10.113706,76.353056,2023-12-25,PRESENT,36
Canna indica,10.259919,76.304385,2020-11-25,PRESENT,109
Canna indica,10.323591,76.951004,2016-04-30,PRESENT,123
Canna indica,13.123353,77.592193,2023-11-22,PRESENT,10
Canna indica,19.078321,72.828967,2021-10-09,PRESENT,123
Canna indica,19.887595,86.094536,2024-05-03,PRESENT,178
Cannabis sativa,26.8732,75.8093,2023-08-12,PRESENT,33
Cannabis sativa,27.21,77.9263,2023-08-09,PRESENT,186
Cannabis sativa,30.341856,77.998489,2013-07-06,PRESENT,89
Canscora diffusa,18.6606,72.936,2023-11-21,PRESENT,95
Canthium angustifolium,12.16798,75.688934,2012-12-25,PRESENT,61
Canthium angustifolium,14.6188,74.827881,2014-11-17,PRESENT,0
Canthium coromandelicum,12.788909,77.675087,2016-09-11,PRESENT,35
Capparis brevispina,12.860653,77.772797,2014-02-23,PRESENT,106
Capparis decidua,25.3543,75.9988,2024-04-02,PRESENT,196
Capparis floribunda,12.032208,75.256348,2013-08-25,PRESENT,143
Capparis moonii,16.639093,73.356804,2017-12-21,PRESENT,206
Capparis sepiaria,11.54798,76.708603,2015-04-21,PRESENT,128
Capparis zeylanica,12.467,75.967003,2015-03-15,PRESENT,91
Capparis zeylanica,13.170984,80.199112,2015-03-08,PRESENT,106
Capparis zeylanica,16.730972,73.321091,2018-03-11,PRESENT,161
Capra hircus,23.640378,88.129937,2024-02-17,PRESENT,47
Caprimulgus affinis,15.411398,74.200066,2013-05-13,PRESENT,92
Caprimulgus asiaticus,11.664325,78.146014,2021-06-23,PRESENT,136
Caprimulgus asiaticus,12.854315,77.509949,2019-05-04,PRESENT,64
Caprimulgus asiaticus,12.899668,77.482684,2023-08-31,PRESENT,102
Caprimulgus atripennis,15.411294,74.200356,2014-12-20,PRESENT,35
Caprimulgus atripennis,15.439055,74.252609,2014-12-11,PRESENT,182
Caprimulgus europaeus,27.6094,75.139908,2015-05-14,PRESENT,192
Caprimulgus indicus,15.439055,74.252609,2014-12-11,PRESENT,178
Caprimulgus indicus,26.873943,75.824803,2022-02-27,PRESENT,122
Caprona ransonnettii,11.664325,78.146014,2019-10-07,PRESENT,133
Caprona ransonnettii,18.986601,73.267899,2012-08-01,PRESENT,50
Capsicum annuum,10.292274,76.165332,2020-09-19,PRESENT,117
Capsicum annuum,10.529254,76.346786,2014-12-13,PRESENT,78
Capsicum frutescens,9.931233,76.267304,2020-11-01,PRESENT,119
Capsicum frutescens,27.009727,94.343669,2022-08-22,PRESENT,146
Carallia brachiata,10.548372,76.279472,2013-03-25,PRESENT,102
Carallia brachiata,11.896151,75.734245,2012-09-02,PRESENT,141
Carallia brachiata,12.255716,75.134064,2015-03-03,PRESENT,140
Carallia brachiata,14.617094,74.844864,2016-01-12,PRESENT,30
Cardiospermum halicacabum,10.327063,76.142686,2019-08-03,PRESENT,37
Cardiospermum halicacabum,10.452874,76.297146,2020-10-11,PRESENT,33
Cardiospermum halicacabum,13.374,77.1401,2023-08-06,PRESENT,195
Carduelis carduelis,31.665237,78.31665,2015-06-04,PRESENT,131
Carea angulata,23.257102,85.347215,2022-07-19,PRESENT,76
Careya arborea,9.527926,77.114143,2011-07-11,PRESENT,180
Careya arborea,11.562222,76.063614,2013-04-17,PRESENT,38
Careya arborea,14.617094,74.844864,2017-10-23,PRESENT,192
Careya arborea,16.432983,81.696617,2009-07-12,PRESENT,166
Careya arborea,16.66869,73.506638,2018-03-10,PRESENT,150
Careya arborea,16.880684,73.851921,2018-03-09,PRESENT,112
Careya arborea,17.43,73.650002,2018-03-12,PRESENT,50
Careya arborea,18.393297,73.386955,2015-06-08,PRESENT,194
Careya arborea,20.1885,85.4395,2023-12-16,PRESENT,202
Careya arborea,22.77553,77.680809,2012-04-18,PRESENT,123
Careya arborea,26.825659,92.77549,2014-04-18,PRESENT,177
Careya arborea,32.726601,74.857025,2018-04-28,PRESENT,2
Carica papaya,9.485501,76.499183,2020-09-13,PRESENT,104
Carica papaya,9.922966,76.273028,2020-10-30,PRESENT,76
Carica papaya,10.036587,76.295998,2020-10-24,PRESENT,211
Carica papaya,10.128075,76.195762,2020-11-13,PRESENT,103
Carica papaya,10.346893,76.207412,2020-09-30,PRESENT,46
Carica papaya,10.511146,76.258424,2020-10-05,PRESENT,36
Carica papaya,10.52101,76.160984,2020-09-15,PRESENT,123
Carica papaya,10.972534,76.154324,2020-09-27,PRESENT,170
Carica papaya,11.937364,79.835419,2014-04-22,PRESENT,198
Carica papaya,12.86068,74.855949,2019-07-08,PRESENT,168
Carica papaya,12.938754,77.567688,2015-04-28,PRESENT,198
Carica papaya,13.352532,74.792824,2019-07-30,PRESENT,124
Carica papaya,20.1976,85.4396,2023-10-20,PRESENT,14
Carica papaya,22.2698,70.7851,2020-12-09,PRESENT,142
Carica papaya,23.200277,86.126732,2019-11-24,PRESENT,174
Carica papaya,23.7394,92.6636,2024-03-02,PRESENT,14
Carica papaya,25.435801,81.846313,2014-12-08,PRESENT,103
Carica papaya,26.815916,75.819147,2022-04-22,PRESENT,144
Carissa carandas,10.3069,79.8338,2023-10-13,PRESENT,143
Carissa carandas,14.396196,75.513115,2017-10-09,PRESENT,187
Carissa carandas,15.470321,73.807709,2015-04-26,PRESENT,149
Carissa carandas,20.1199,85.4651,2024-04-25,PRESENT,9
Carissa carandas,24.997904,82.065229,2022-08-07,PRESENT,131
Carissa spinarum,12.270008,77.157722,2017-08-27,PRESENT,190
Carissa spinarum,18.49387,73.510246,2018-04-08,PRESENT,176
Carissa spinarum,19.645,85.1171,2024-04-14,PRESENT,82
Carpinus faginea,30.618549,79.561707,2018-07-25,PRESENT,151
Carpodacus erythrinus,13.370154,77.683455,2019-02-18,PRESENT,16
Carpodacus erythrinus,26.884905,88.269234,2022-02-10,PRESENT,18
Carpodacus rodochroa,29.423611,79.426941,2015-03-15,PRESENT,144
Carpodacus sipahi,27.136147,92.454926,2013-11-27,PRESENT,61
Carrhotus sannio,24.43202,92.330688,2009-03-08,PRESENT,211
Carrhotus viduus,8.546519,76.974388,2012-07-18,PRESENT,14
Carrhotus viduus,13.062743,77.586563,2019-06-23,PRESENT,86
Carrhotus viduus,19.2813,72.8523,2021-07-05,PRESENT,22
Carrhotus viduus,20.484349,86.119197,2021-12-12,PRESENT,210
Carrhotus viduus,24.43202,92.330688,2008-10-02,PRESENT,22
Carriola ecnomoda,12.170785,76.008141,2016-01-20,PRESENT,19
Carthamus tinctorius,18.883837,76.788643,2015-01-22,PRESENT,80
Caryota urens,10.063149,76.774925,2019-04-22,PRESENT,193
Caryota urens,12.386219,75.529854,2013-10-14,PRESENT,8
Caryota urens,12.984736,77.589653,2015-04-26,PRESENT,129
Caryota urens,15.249678,74.617371,2013-06-01,PRESENT,85
Caryota urens,26.434145,91.437576,2017-09-11,PRESENT,137
Caryota urens,26.941304,75.771125,2022-04-22,PRESENT,118
Caryota urens,27.021608,94.34462,2020-03-18,PRESENT,138
Caryota urens,30.207437,74.657609,2022-11-15,PRESENT,15
Cascabela thevetia,19.8194,85.8585,2023-10-23,PRESENT,106
Cascabela thevetia,19.9186,85.7316,2023-11-11,PRESENT,172
Cascabela thevetia,20.177688,85.336235,2024-03-29,PRESENT,64
Cascabela thevetia,22.7791,87.9656,2022-04-28,PRESENT,167
Cascabela thevetia,25.50527,92.750938,2018-06-11,PRESENT,53
Cascabela thevetia,28.686274,77.221783,2022-04-21,PRESENT,97
Casearia graveolens,18.540813,73.453217,2010-06-09,PRESENT,150
Casearia rubescens,12.103781,75.815277,2015-07-01,PRESENT,54
Casearia thwaitesii,8.81566,77.013268,2014-03-19,PRESENT,157
Casearia thwaitesii,11.253669,76.487373,2010-04-23,PRESENT,79
Cassia fistula,8.191781,77.432587,2014-04-16,PRESENT,62
Cassia fistula,8.880287,76.601951,2021-04-12,PRESENT,108
Cassia fistula,9.45448,76.343994,2014-08-01,PRESENT,185
Cassia fistula,9.9639,76.2488,2020-10-29,PRESENT,101
Cassia fistula,9.970188,76.281552,2023-02-10,PRESENT,121
Cassia fistula,10.452874,76.297146,2020-10-15,PRESENT,75
Cassia fistula,10.56122,76.173378,2018-04-27,PRESENT,161
Cassia fistula,11.844996,78.665443,2016-10-05,PRESENT,201
Cassia fistula,11.936823,79.835083,2015-04-28,PRESENT,38
Cassia fistula,11.93793,79.83551,2014-06-18,PRESENT,7
Cassia fistula,11.938019,79.835739,2014-04-22,PRESENT,78
Cassia fistula,12.55,77.416702,2014-04-14,PRESENT,33
Cassia fistula,12.846279,77.67144,2013-05-03,PRESENT,54
Cassia fistula,12.89126,77.586769,2019-04-24,PRESENT,93
Cassia fistula,12.961641,77.715309,2015-04-23,PRESENT,97
Cassia fistula,13.217344,77.498718,2015-03-24,PRESENT,103
Cassia fistula,13.689496,75.244989,2021-02-17,PRESENT,162
Cassia fistula,13.885828,75.237206,2014-04-12,PRESENT,19
Cassia fistula,17.603354,81.713699,2011-06-18,PRESENT,142
Cassia fistula,18.768223,73.353226,2019-05-08,PRESENT,60
Cassia fistula,19.05546,73.07373,2014-04-26,PRESENT,47
Cassia fistula,19.145695,72.877815,2018-04-17,PRESENT,105
Cassia fistula,19.826,85.862,2023-10-23,PRESENT,165
Cassia fistula,23.146467,75.807632,2014-04-25,PRESENT,119
Cassia fistula,24.691171,78.413818,2023-05-11,PRESENT,144
Cassia fistula,25.1848,75.825,2024-04-26,PRESENT,10
Cassia fistula,25.1849,75.8251,2024-05-17,PRESENT,110
Cassia fistula,25.1853,75.8256,2021-07-05,PRESENT,188
Cassia fistula,25.2037,75.7928,2022-02-20,PRESENT,168
Cassia fistula,25.2339,75.8392,2024-05-13,PRESENT,47
Cassia fistula,26.844498,75.819621,2022-05-02,PRESENT,168
Cassia fistula,27.0107,94.3365,2022-04-29,PRESENT,14
Cassia fistula,28.4037,77.2538,2024-01-17,PRESENT,91
Cassia fistula,28.4039,77.2532,2024-01-19,PRESENT,99
Cassia fistula,28.4839,77.1071,2024-01-17,PRESENT,14
Cassia fistula,28.589781,77.19252,2015-05-13,PRESENT,139
Cassia grandis,11.938988,79.829811,2015-06-11,PRESENT,110
Cassia javanica,11.938066,79.834038,2015-05-07,PRESENT,174
Cassia javanica,12.85199,77.675957,2016-04-25,PRESENT,100
Cassia javanica,12.89099,77.586166,2019-04-28,PRESENT,97
Cassia javanica,12.997414,77.578041,2015-04-26,PRESENT,160
Cassia javanica,26.912434,75.787271,2023-05-30,PRESENT,185
Cassia roxburghii,11.937683,79.834808,2014-04-22,PRESENT,172
Cassia roxburghii,26.870798,75.809639,2009-12-08,PRESENT,169
Cassia roxburghii,26.912434,75.78727,2017-11-20,PRESENT,98
Cassytha filiformis,20.1885,85.4394,2023-12-16,PRESENT,171
Cassytha filiformis,22.6419,77.5268,2024-03-02,PRESENT,60
Castalius rosimon,8.68425,77.135411,2022-06-10,PRESENT,77
Castalius rosimon,9.547806,77.548315,2023-09-23,PRESENT,86
Castalius rosimon,9.9239,76.7695,2022-05-15,PRESENT,88
Castalius rosimon,10.107582,76.381902,2022-07-11,PRESENT,188
Castalius rosimon,10.198501,76.260222,2020-09-16,PRESENT,29
Castalius rosimon,10.346893,76.207412,2020-09-09,PRESENT,48
Castalius rosimon,10.511146,76.258424,2020-09-03,PRESENT,112
Castalius rosimon,10.601876,76.034836,2013-05-25,PRESENT,92
Castalius rosimon,10.650774,76.069381,2023-09-02,PRESENT,127
Castalius rosimon,11.323038,79.243353,2018-05-02,PRESENT,53
Castalius rosimon,11.664325,78.146014,2021-09-15,PRESENT,13
Castalius rosimon,11.685575,78.175814,2020-09-23,PRESENT,12
Castalius rosimon,11.686,78.175,2021-09-07,PRESENT,197
Castalius rosimon,11.732451,78.174791,2020-09-12,PRESENT,185
Castalius rosimon,11.744481,78.169086,2022-09-02,PRESENT,59
Castalius rosimon,12.018262,79.856846,2020-02-08,PRESENT,204
Castalius rosimon,12.046612,76.626831,2020-09-27,PRESENT,83
Castalius rosimon,12.120331,75.293056,2020-10-02,PRESENT,84
Castalius rosimon,12.172019,79.301485,2022-09-16,PRESENT,195
Castalius rosimon,12.22024,79.055641,2014-11-29,PRESENT,179
Castalius rosimon,12.269372,76.611978,2023-09-23,PRESENT,15
Castalius rosimon,12.552378,77.953028,2024-01-19,PRESENT,83
Castalius rosimon,13.138098,77.576987,2023-12-04,PRESENT,124
Castalius rosimon,13.328053,74.759003,2014-08-24,PRESENT,66
Castalius rosimon,13.3355,77.1037,2023-09-18,PRESENT,68
Castalius rosimon,13.352342,74.796005,2019-10-27,PRESENT,196
Castalius rosimon,13.624585,75.14941,2021-12-17,PRESENT,109
Castalius rosimon,13.888224,76.489327,2022-09-05,PRESENT,63
Castalius rosimon,14.351889,75.739738,2019-01-09,PRESENT,10
Castalius rosimon,14.602778,74.848056,2019-12-05,PRESENT,114
Castalius rosimon,14.606078,74.848429,2019-04-30,PRESENT,206
Castalius rosimon,14.681888,77.600594,2015-11-01,PRESENT,154
Castalius rosimon,14.953333,74.698333,2020-09-17,PRESENT,87
Castalius rosimon,15.364708,75.123955,2012-04-24,PRESENT,56
Castalius rosimon,15.606211,73.736382,2013-08-17,PRESENT,180
Castalius rosimon,17.686816,83.218482,2019-01-19,PRESENT,67
Castalius rosimon,18.474594,73.822222,2021-07-14,PRESENT,70
Castalius rosimon,18.6619,72.866,2023-09-12,PRESENT,75
Castalius rosimon,18.962999,73.262711,2013-01-01,PRESENT,121
Castalius rosimon,18.995218,73.258842,2011-10-01,PRESENT,29
Castalius rosimon,19.2819,72.8532,2021-07-09,PRESENT,155
Castalius rosimon,19.997453,73.789802,2020-09-16,PRESENT,159
Castalius rosimon,20.186258,85.622274,2024-03-20,PRESENT,55
Castalius rosimon,20.1976,85.4393,2023-12-03,PRESENT,73
Castalius rosimon,20.8174,80.0243,2021-04-16,PRESENT,211
Castalius rosimon,21.170602,70.596397,2018-01-22,PRESENT,66
Castalius rosimon,21.3111,72.877,2020-03-27,PRESENT,36
Castalius rosimon,21.3153,72.8777,2021-02-12,PRESENT,25
Castalius rosimon,22.41346,86.979134,2020-09-10,PRESENT,19
Castalius rosimon,22.5723,88.2969,2023-04-30,PRESENT,29
Castalius rosimon,22.614683,88.45898,2020-06-06,PRESENT,131
Castalius rosimon,22.682033,88.320905,2021-10-31,PRESENT,157
Castalius rosimon,22.739138,88.435072,2022-09-06,PRESENT,203
Castalius rosimon,22.80416,88.333923,2021-08-29,PRESENT,201
Castalius rosimon,22.80925,88.328309,2020-09-29,PRESENT,205
Castalius rosimon,22.927599,88.55049,2017-05-23,PRESENT,211
Castalius rosimon,22.950232,88.539942,2020-06-30,PRESENT,208
Castalius rosimon,22.988771,87.010568,2018-03-03,PRESENT,34
Castalius rosimon,23.08167,86.937841,2020-04-05,PRESENT,133
Castalius rosimon,23.200277,86.126732,2018-10-11,PRESENT,137
Castalius rosimon,23.232421,87.861479,2014-12-07,PRESENT,55
Castalius rosimon,23.253703,88.59188,2021-04-14,PRESENT,40
Castalius rosimon,23.520444,87.311923,2020-09-22,PRESENT,170
